threshold,mode,hold_hours,cost,trend_filter_abs_24h,n,win_rate,avg,median,std,sum
0.12,raw,1,0.0004,none,941,0.4729011689691817,-0.00021371113695609555,-0.0003848825845826239,0.008784318297811027,-0.2011021798756859
0.12,raw,1,0.0004,0.02,441,0.46485260770975056,-0.0002130049642889219,-0.00041331520246594666,0.007613155167473107,-0.09393518925141456
0.12,raw,1,0.0006,none,941,0.463336875664187,-0.00041371113695608946,-0.0005848825845826238,0.008784318297811027,-0.38930217987568017
0.12,raw,1,0.0006,0.02,441,0.4512471655328798,-0.00041300496428892157,-0.0006133152024659466,0.007613155167473107,-0.18213518925141442
0.12,raw,1,0.0008,none,941,0.4463336875664187,-0.0006137111369560994,-0.0007848825845826239,0.008784318297811027,-0.5775021798756895
0.12,raw,1,0.0008,0.02,441,0.4399092970521542,-0.0006130049642889225,-0.0008133152024659467,0.007613155167473107,-0.2703351892514148
0.12,raw,4,0.0004,none,941,0.48034006376195537,-0.0007119015435874016,-0.0005275701083609526,0.017127211499508636,-0.6698993525157448
0.12,raw,4,0.0004,0.02,441,0.48072562358276644,-0.00019129795620462497,-0.000554845220023625,0.014662759181416076,-0.08436239868623961
0.12,raw,4,0.0006,none,941,0.4729011689691817,-0.0009119015435874089,-0.0007275701083609526,0.017127211499508636,-0.8580993525157518
0.12,raw,4,0.0006,0.02,441,0.47392290249433106,-0.00039129795620462387,-0.0007548452200236249,0.014662759181416076,-0.17256239868623913
0.12,raw,4,0.0008,none,941,0.4665249734325186,-0.0011119015435874097,-0.0009275701083609527,0.017127211499508636,-1.0462993525157525
0.12,raw,4,0.0008,0.02,441,0.4671201814058957,-0.0005912979562046262,-0.000954845220023625,0.014662759181416076,-0.2607623986862401
0.12,raw,24,0.0004,none,941,0.4782146652497343,-0.0006129770238997492,-0.0014464772391201027,0.04025356561468314,-0.576811379489664
0.12,raw,24,0.0004,0.02,441,0.4376417233560091,-0.002358854817445155,-0.0030655412159311,0.03466350298647709,-1.0402549744933134
0.12,raw,24,0.0006,none,941,0.47396386822529224,-0.0008129770238997414,-0.0016464772391201025,0.04025356561468314,-0.7650113794896567
0.12,raw,24,0.0006,0.02,441,0.4331065759637188,-0.0025588548174451746,-0.0032655412159310997,0.03466350298647709,-1.128454974493322
0.12,raw,24,0.0008,none,941,0.4729011689691817,-0.0010129770238997537,-0.0018464772391201026,0.04025356561468314,-0.9532113794896682
0.12,raw,24,0.0008,0.02,441,0.4331065759637188,-0.0027588548174451713,-0.0034655412159310998,0.03466350298647709,-1.2166549744933206
0.12,raw,48,0.0004,none,941,0.4824654622741764,-0.0005438016138455184,-0.0017035340973349685,0.05008226895614622,-0.5117173186286328
0.12,raw,48,0.0004,0.02,441,0.48072562358276644,-0.0003568873276372544,-0.0018529211351506088,0.04652019467280043,-0.1573873114880292
0.12,raw,48,0.0006,none,941,0.4771519659936238,-0.0007438016138455295,-0.0019035340973349683,0.05008226895614622,-0.6999173186286433
0.12,raw,48,0.0006,0.02,441,0.47619047619047616,-0.0005568873276372425,-0.0020529211351506087,0.04652019467280043,-0.24558731148802393
0.12,raw,48,0.0008,none,941,0.4771519659936238,-0.00094380161384553,-0.0021035340973349684,0.05008226895614622,-0.8881173186286437
0.12,raw,48,0.0008,0.02,441,0.47619047619047616,-0.0007568873276372517,-0.0022529211351506088,0.04652019467280043,-0.333787311488028
0.12,alternating,1,0.0004,none,592,0.46283783783783783,-0.0003738804890566557,-0.00046315397749356857,0.00921223850880124,-0.22133724952154016
0.12,alternating,1,0.0004,0.02,268,0.45149253731343286,-0.00025226781552433727,-0.00046315397749356857,0.0074245117926269475,-0.06760777456052239
0.12,alternating,1,0.0006,none,592,0.4543918918918919,-0.0005738804890566532,-0.0006631539774935685,0.00921223850880124,-0.33973724952153866
0.12,alternating,1,0.0006,0.02,268,0.44029850746268656,-0.00045226781552433997,-0.0006631539774935685,0.0074245117926269475,-0.1212077745605231
0.12,alternating,1,0.0008,none,592,0.4341216216216216,-0.0007738804890566593,-0.0008631539774935686,0.00921223850880124,-0.45813724952154233
0.12,alternating,1,0.0008,0.02,268,0.4253731343283582,-0.0006522678155243362,-0.0008631539774935686,0.0074245117926269475,-0.1748077745605221
0.12,alternating,4,0.0004,none,592,0.4560810810810811,-0.0010003619175655413,-0.0010179022573948867,0.017639434275808937,-0.5922142551988004
0.12,alternating,4,0.0004,0.02,268,0.45149253731343286,-0.000350964921983647,-0.0009761067264529185,0.015072915489532136,-0.09405859909161739
0.12,alternating,4,0.0006,none,592,0.44763513513513514,-0.0012003619175655446,-0.0012179022573948865,0.017639434275808937,-0.7106142551988024
0.12,alternating,4,0.0006,0.02,268,0.44402985074626866,-0.0005509649219836481,-0.0011761067264529183,0.015072915489532136,-0.1476585990916177
0.12,alternating,4,0.0008,none,592,0.44594594594594594,-0.0014003619175655489,-0.0014179022573948866,0.017639434275808937,-0.8290142551988049
0.12,alternating,4,0.0008,0.02,268,0.44402985074626866,-0.0007509649219836455,-0.0013761067264529184,0.015072915489532136,-0.20125859909161697
0.12,alternating,24,0.0004,none,592,0.4847972972972973,-0.002162460302688167,-0.0011200407132666453,0.041669169441854656,-1.2801764991913949
0.12,alternating,24,0.0004,0.02,268,0.44029850746268656,-0.0036403867348053036,-0.004788179147229221,0.03838735773773013,-0.9756236449278214
0.12,alternating,24,0.0006,none,592,0.4797297297297297,-0.0023624603026881777,-0.0013200407132666452,0.041669169441854656,-1.3985764991914011
0.12,alternating,24,0.0006,0.02,268,0.43656716417910446,-0.003840386734805326,-0.004988179147229221,0.03838735773773013,-1.0292236449278274
0.12,alternating,24,0.0008,none,592,0.4797297297297297,-0.0025624603026881644,-0.0015200407132666452,0.041669169441854656,-1.5169764991913932
0.12,alternating,24,0.0008,0.02,268,0.43656716417910446,-0.004040386734805323,-0.005188179147229221,0.03838735773773013,-1.0828236449278266
0.12,alternating,48,0.0004,none,592,0.4814189189189189,-0.0020712578940437916,-0.0019277407079901108,0.04921688163615359,-1.2261846732739246
0.12,alternating,48,0.0004,0.02,268,0.48134328358208955,-0.0002731231393650025,-0.0023071184983805447,0.0466266539108409,-0.07319700134982067
0.12,alternating,48,0.0006,none,592,0.47635135135135137,-0.002271257894043798,-0.0021277407079901105,0.04921688163615359,-1.3445846732739284
0.12,alternating,48,0.0006,0.02,268,0.47761194029850745,-0.00047312313936499534,-0.0025071184983805443,0.0466266539108409,-0.12679700134981875
0.12,alternating,48,0.0008,none,592,0.47635135135135137,-0.0024712578940437905,-0.0023277407079901106,0.04921688163615359,-1.462984673273924
0.12,alternating,48,0.0008,0.02,268,0.47761194029850745,-0.0006731231393650043,-0.0027071184983805444,0.0466266539108409,-0.18039700134982115
0.14,raw,1,0.0004,none,670,0.49402985074626865,7.422728336857468e-05,-0.00014969710896399724,0.008808525507997175,0.04973227985694503
0.14,raw,1,0.0004,0.02,315,0.4793650793650794,-0.00028513930544786623,-0.0003381455255376139,0.0077830919783130085,-0.08981888121607785
0.14,raw,1,0.0006,none,670,0.4835820895522388,-0.0001257727166314241,-0.00034969710896399716,0.008808525507997175,-0.08426772014305416
0.14,raw,1,0.0006,0.02,315,0.4634920634920635,-0.0004851393054478673,-0.0005381455255376138,0.0077830919783130085,-0.1528188812160782
0.14,raw,1,0.0008,none,670,0.47313432835820896,-0.00032577271663142054,-0.0005496971089639973,0.008808525507997175,-0.21826772014305176
0.14,raw,1,0.0008,0.02,315,0.4507936507936508,-0.0006851393054478649,-0.0007381455255376139,0.0077830919783130085,-0.21581888121607745
0.14,raw,4,0.0004,none,670,0.491044776119403,-0.0002254727613561874,-0.00023954750261316848,0.01739849514088545,-0.15106675010864556
0.14,raw,4,0.0004,0.02,315,0.46984126984126984,-0.0003729824135506915,-0.0006167450285648353,0.015489779087918142,-0.11748946026846782
0.14,raw,4,0.0006,none,670,0.48507462686567165,-0.00042547276135618137,-0.0004395475026131684,0.01739849514088545,-0.2850667501086415
0.14,raw,4,0.0006,0.02,315,0.4666666666666667,-0.0005729824135506912,-0.0008167450285648353,0.015489779087918142,-0.18048946026846774
0.14,raw,4,0.0008,none,670,0.4791044776119403,-0.0006254727613561839,-0.0006395475026131685,0.01739849514088545,-0.41906675010864325
0.14,raw,4,0.0008,0.02,315,0.4603174603174603,-0.0007729824135506908,-0.0010167450285648353,0.015489779087918142,-0.24348946026846763
0.14,raw,24,0.0004,none,670,0.4880597014925373,0.0005368685478534879,-0.000655600054327898,0.04231609293956137,0.35970192706183685
0.14,raw,24,0.0004,0.02,315,0.4507936507936508,-0.0019271219435774887,-0.0021408572693231596,0.03597467372356924,-0.6070434122269089
0.14,raw,24,0.0006,none,670,0.48208955223880595,0.00033686854785348734,-0.000855600054327898,0.04231609293956137,0.2257019270618365
0.14,raw,24,0.0006,0.02,315,0.4444444444444444,-0.002127121943577496,-0.0023408572693231593,0.03597467372356924,-0.6700434122269112
0.14,raw,24,0.0008,none,670,0.48208955223880595,0.0001368685478534822,-0.001055600054327898,0.04231609293956137,0.09170192706183308
0.14,raw,24,0.0008,0.02,315,0.4444444444444444,-0.002327121943577502,-0.0025408572693231594,0.03597467372356924,-0.733043412226913
0.14,raw,48,0.0004,none,670,0.4835820895522388,1.340799736115777e-05,-0.0016270313685139866,0.05177942891001652,0.008983358231975706
0.14,raw,48,0.0004,0.02,315,0.47619047619047616,5.471401858961492e-05,-0.002215100647330925,0.04811023583510819,0.0172349158557287
0.14,raw,48,0.0006,none,670,0.47761194029850745,-0.00018659200263885573,-0.0018270313685139865,0.05177942891001652,-0.12501664176803334
0.14,raw,48,0.0006,0.02,315,0.473015873015873,-0.00014528598141037085,-0.002415100647330925,0.04811023583510819,-0.04576508414426682
0.14,raw,48,0.0008,none,670,0.47761194029850745,-0.00038659200263886206,-0.0020270313685139866,0.05177942891001652,-0.25901664176803757
0.14,raw,48,0.0008,0.02,315,0.473015873015873,-0.00034528598141037953,-0.002615100647330925,0.04811023583510819,-0.10876508414426955
0.14,alternating,1,0.0004,none,407,0.5012285012285013,0.0001573489623098893,4.3164192333256305e-05,0.00934168557763002,0.06404102766012494
0.14,alternating,1,0.0004,0.02,189,0.4708994708994709,-0.0002885733223575984,-0.0004067391906796166,0.007666619688909299,-0.05454035792558609
0.14,alternating,1,0.0006,none,407,0.4864864864864865,-4.265103769011233e-05,-0.00015683580766674362,0.00934168557763002,-0.017358972339875718
0.14,alternating,1,0.0006,0.02,189,0.4497354497354497,-0.0004885733223576004,-0.0006067391906796165,0.0076666196889093,-0.09234035792558648
0.14,alternating,1,0.0008,none,407,0.47665847665847666,-0.00024265103769010815,-0.0003568358076667437,0.00934168557763002,-0.09875897233987402
0.14,alternating,1,0.0008,0.02,189,0.43915343915343913,-0.0006885733223575979,-0.0008067391906796166,0.0076666196889093,-0.130140357925586
0.14,alternating,4,0.0004,none,407,0.4742014742014742,-0.0006175937439451985,-0.0008117753208516816,0.018314979456244395,-0.2513606537856958
0.14,alternating,4,0.0004,0.02,189,0.42857142857142855,-0.0012128542233551622,-0.0012060951332654609,0.016144963051701284,-0.22922944821412566
0.14,alternating,4,0.0006,none,407,0.4668304668304668,-0.0008175937439451902,-0.0010117753208516815,0.018314979456244395,-0.3327606537856924
0.14,alternating,4,0.0006,0.02,189,0.42328042328042326,-0.001412854223355162,-0.0014060951332654607,0.016144963051701284,-0.2670294482141256
0.14,alternating,4,0.0008,none,407,0.4643734643734644,-0.0010175937439451947,-0.0012117753208516816,0.018314979456244395,-0.4141606537856942
0.14,alternating,4,0.0008,0.02,189,0.42328042328042326,-0.0016128542233551626,-0.0016060951332654608,0.016144963051701284,-0.3048294482141257
0.14,alternating,24,0.0004,none,407,0.4987714987714988,-0.0009539008022903544,-0.00010590544361548348,0.04533881319402466,-0.38823762653217425
0.14,alternating,24,0.0004,0.02,189,0.455026455026455,-0.003995098488180187,-0.0029715660389803443,0.03938252930298977,-0.7550736142660553
0.14,alternating,24,0.0006,none,407,0.48894348894348894,-0.0011539008022903511,-0.0003059054436154834,0.04533881319402466,-0.46963762653217295
0.14,alternating,24,0.0006,0.02,189,0.4444444444444444,-0.004195098488180213,-0.003171566038980344,0.039382529302989765,-0.7928736142660602
0.14,alternating,24,0.0008,none,407,0.48894348894348894,-0.001353900802290361,-0.0005059054436154835,0.04533881319402466,-0.5510376265321769
0.14,alternating,24,0.0008,0.02,189,0.4444444444444444,-0.004395098488180211,-0.003371566038980344,0.039382529302989765,-0.8306736142660598
0.14,alternating,48,0.0004,none,407,0.4914004914004914,-0.0003883492612451128,-0.0013961161365865667,0.05215158107841699,-0.1580581493267609
0.14,alternating,48,0.0004,0.02,189,0.48677248677248675,0.0008497739448503975,-0.0013961161365865667,0.04874503668647363,0.16060727557672513
0.14,alternating,48,0.0006,none,407,0.48402948402948404,-0.00058834926124512,-0.0015961161365865666,0.05215158107841699,-0.23945814932676385
0.14,alternating,48,0.0006,0.02,189,0.48677248677248675,0.000649773944850399,-0.0015961161365865666,0.04874503668647363,0.12280727557672541
0.14,alternating,48,0.0008,none,407,0.48402948402948404,-0.0007883492612451254,-0.0017961161365865667,0.05215158107841699,-0.32085814932676604
0.14,alternating,48,0.0008,0.02,189,0.48677248677248675,0.00044977394485039036,-0.0017961161365865667,0.04874503668647363,0.08500727557672377
0.16,raw,1,0.0004,none,483,0.494824016563147,0.0002581899008146969,-0.00014899007726403257,0.009102192488489435,0.1247057220934986
0.16,raw,1,0.0004,0.02,227,0.4581497797356828,-0.00059169033371221,-0.00046563800708736524,0.008172786703005521,-0.13431370575267165
0.16,raw,1,0.0006,none,483,0.484472049689441,5.818990081470337e-05,-0.0003489900772640325,0.009102192488489435,0.028105722093501727
0.16,raw,1,0.0006,0.02,227,0.44493392070484583,-0.00079169033371221,-0.0006656380070873652,0.008172786703005521,-0.17971370575267168
0.16,raw,1,0.0008,none,483,0.4720496894409938,-0.00014181009918529534,-0.0005489900772640326,0.009102192488489435,-0.06849427790649765
0.16,raw,1,0.0008,0.02,227,0.43171806167400884,-0.000991690333712208,-0.0008656380070873653,0.008172786703005521,-0.2251137057526712
0.16,raw,4,0.0004,none,483,0.5010351966873706,0.00030177760556606147,8.907579769186247e-05,0.018216412479061805,0.1457585834884077
0.16,raw,4,0.0004,0.02,227,0.4581497797356828,-0.00040148124183078893,-0.000852766655804071,0.016568300733581173,-0.09113624189558908
0.16,raw,4,0.0006,none,483,0.494824016563147,0.00010177760556607263,-0.00011092420230813746,0.018216412479061805,0.04915858348841308
0.16,raw,4,0.0006,0.02,227,0.45374449339207046,-0.0006014812418307883,-0.0010527666558040709,0.016568300733581173,-0.13653624189558894
0.16,raw,4,0.0008,none,483,0.4865424430641822,-9.822239443393217e-05,-0.00031092420230813755,0.018216412479061805,-0.047441416511589236
0.16,raw,4,0.0008,0.02,227,0.44493392070484583,-0.000801481241830786,-0.001252766655804071,0.016568300733581173,-0.18193624189558844
0.16,raw,24,0.0004,none,483,0.4865424430641822,-0.0014302681566416007,-0.0007856921751910214,0.04418492355975642,-0.6908195196578931
0.16,raw,24,0.0004,0.02,227,0.43171806167400884,-0.0038163108917577916,-0.0029715660389803443,0.039323191013104344,-0.8663025724290186
0.16,raw,24,0.0006,none,483,0.4803312629399586,-0.0016302681566416103,-0.0009856921751910212,0.04418492355975642,-0.7874195196578978
0.16,raw,24,0.0006,0.02,227,0.42290748898678415,-0.004016310891757811,-0.003171566038980344,0.039323191013104344,-0.9117025724290231
0.16,raw,24,0.0008,none,483,0.4803312629399586,-0.0018302681566416132,-0.0011856921751910213,0.04418492355975642,-0.8840195196578992
0.16,raw,24,0.0008,0.02,227,0.42290748898678415,-0.004216310891757815,-0.003371566038980344,0.039323191013104344,-0.9571025724290241
0.16,raw,48,0.0004,none,483,0.474120082815735,-0.0019253909699470015,-0.002805794827540997,0.05366460843942883,-0.9299638384844018
0.16,raw,48,0.0004,0.02,227,0.4581497797356828,-0.001712677282039941,-0.0030452886990867565,0.050952612666440675,-0.3887777430230666
0.16,raw,48,0.0006,none,483,0.46790890269151136,-0.002125390969947023,-0.0030057948275409967,0.05366460843942883,-1.026563838484412
0.16,raw,48,0.0006,0.02,227,0.45374449339207046,-0.0019126772820399318,-0.003245288699086756,0.050952612666440675,-0.4341777430230645
0.16,raw,48,0.0008,none,483,0.46790890269151136,-0.0023253909699470225,-0.0032057948275409968,0.05366460843942883,-1.1231638384844118
0.16,raw,48,0.0008,0.02,227,0.45374449339207046,-0.0021126772820399377,-0.0034452886990867563,0.050952612666440675,-0.4795777430230659
0.16,alternating,1,0.0004,none,289,0.4809688581314879,-0.00010379138084156417,-0.0002417117710316493,0.009510386610704025,-0.029995709063212046
0.16,alternating,1,0.0004,0.02,138,0.41304347826086957,-0.0015116413098684928,-0.00061640789080557,0.007797917002946742,-0.208606500761852
0.16,alternating,1,0.0006,none,289,0.4671280276816609,-0.0003037913808415679,-0.00044171177103164924,0.009510386610704025,-0.08779570906321313
0.16,alternating,1,0.0006,0.02,138,0.39855072463768115,-0.0017116413098684875,-0.0008164078908055699,0.007797917002946743,-0.23620650076185126
0.16,alternating,1,0.0008,none,289,0.4532871972318339,-0.000503791380841564,-0.0006417117710316493,0.009510386610704025,-0.14559570906321198
0.16,alternating,1,0.0008,0.02,138,0.38405797101449274,-0.0019116413098684893,-0.00101640789080557,0.007797917002946743,-0.2638065007618515
0.16,alternating,4,0.0004,none,289,0.4844290657439446,-0.0005407973458224539,-0.0005452080517864162,0.018881068983248792,-0.15629043294268918
0.16,alternating,4,0.0004,0.02,138,0.43478260869565216,-0.001796260264571973,-0.0009398841957741096,0.017081485798987092,-0.24788391651093228
0.16,alternating,4,0.0006,none,289,0.4809688581314879,-0.0007407973458224438,-0.0007452080517864162,0.018881068983248792,-0.21409043294268626
0.16,alternating,4,0.0006,0.02,138,0.43478260869565216,-0.001996260264571969,-0.0011398841957741095,0.017081485798987096,-0.27548391651093174
0.16,alternating,4,0.0008,none,289,0.47750865051903113,-0.00094079734582245,-0.0009452080517864163,0.018881068983248792,-0.27189043294268805
0.16,alternating,4,0.0008,0.02,138,0.43478260869565216,-0.0021962602645719718,-0.0013398841957741096,0.017081485798987092,-0.3030839165109321
0.16,alternating,24,0.0004,none,289,0.4740484429065744,-0.00288485838970241,-0.0009750206432411087,0.046717762590552256,-0.8337240746239964
0.16,alternating,24,0.0004,0.02,138,0.43478260869565216,-0.005946700975420636,-0.003551467950196607,0.04249207485676945,-0.8206447346080478
0.16,alternating,24,0.0006,none,289,0.46366782006920415,-0.0030848583897024272,-0.0011750206432411085,0.046717762590552256,-0.8915240746240015
0.16,alternating,24,0.0006,0.02,138,0.42028985507246375,-0.006146700975420663,-0.003751467950196607,0.04249207485676945,-0.8482447346080515
0.16,alternating,24,0.0008,none,289,0.46366782006920415,-0.0032848583897024186,-0.0013750206432411086,0.046717762590552256,-0.949324074623999
0.16,alternating,24,0.0008,0.02,138,0.42028985507246375,-0.006346700975420661,-0.003951467950196607,0.04249207485676945,-0.8758447346080512
0.16,alternating,48,0.0004,none,289,0.4740484429065744,-0.003744941452997009,-0.0029166903419754362,0.055598228919862894,-1.0822880799161356
0.16,alternating,48,0.0004,0.02,138,0.45652173913043476,-0.0037022217628242546,-0.0029809895205310964,0.05382289166776124,-0.5109066032697471
0.16,alternating,48,0.0006,none,289,0.4671280276816609,-0.003944941452997025,-0.003116690341975436,0.0555982289198629,-1.1400880799161401
0.16,alternating,48,0.0006,0.02,138,0.45652173913043476,-0.0039022217628242517,-0.003180989520531096,0.05382289166776124,-0.5385066032697468
0.16,alternating,48,0.0008,none,289,0.4671280276816609,-0.004144941452997017,-0.003316690341975436,0.055598228919862894,-1.1978880799161378
0.16,alternating,48,0.0008,0.02,138,0.45652173913043476,-0.004102221762824258,-0.003380989520531096,0.05382289166776124,-0.5661066032697476
0.18,raw,1,0.0004,none,362,0.4972375690607735,0.0004290960506748777,-0.00013356371318566895,0.00964919098565492,0.15533277034430573
0.18,raw,1,0.0004,0.02,169,0.4556213017751479,-0.0006489668146739744,-0.0004067391906796166,0.008726540586079252,-0.10967539167990167
0.18,raw,1,0.0006,none,362,0.494475138121547,0.0002290960506748842,-0.0003335637131856689,0.00964919098565492,0.08293277034430807
0.18,raw,1,0.0006,0.02,169,0.44970414201183434,-0.0008489668146739746,-0.0006067391906796165,0.008726540586079252,-0.1434753916799017
0.18,raw,1,0.0008,none,362,0.48342541436464087,2.9096050674886644e-05,-0.000533563713185669,0.00964919098565492,0.010532770344308965
0.18,raw,1,0.0008,0.02,169,0.4378698224852071,-0.0010489668146739745,-0.0008067391906796166,0.008726540586079252,-0.17727539167990167
0.18,raw,4,0.0004,none,362,0.5,0.0003099622699337533,1.85678274126192e-05,0.019343716743839914,0.11220634171601869
0.18,raw,4,0.0004,0.02,169,0.4437869822485207,-0.0005320879925141456,-0.0009759295333278569,0.017583466761983052,-0.08992287073489061
0.18,raw,4,0.0006,none,362,0.494475138121547,0.00010996226993375626,-0.00018143217258738073,0.019343716743839914,0.039806341716019766
0.18,raw,4,0.0006,0.02,169,0.4378698224852071,-0.0007320879925141432,-0.0011759295333278567,0.017583466761983052,-0.1237228707348902
0.18,raw,4,0.0008,none,362,0.48342541436464087,-9.003773006624241e-05,-0.0003814321725873808,0.019343716743839914,-0.032593658283979754
0.18,raw,4,0.0008,0.02,169,0.4260355029585799,-0.000932087992514143,-0.0013759295333278568,0.017583466761983052,-0.15752287073489016
0.18,raw,24,0.0004,none,362,0.49171270718232046,-0.0024632637618378582,-0.0006756058950670881,0.04599569428350398,-0.8917014817853046
0.18,raw,24,0.0004,0.02,169,0.4378698224852071,-0.0049460776114263446,-0.0029715660389803443,0.04123746269654248,-0.8358871163310522
0.18,raw,24,0.0006,none,362,0.48342541436464087,-0.0026632637618378956,-0.0008756058950670879,0.04599569428350398,-0.9641014817853183
0.18,raw,24,0.0006,0.02,169,0.4260355029585799,-0.005146077611426371,-0.003171566038980344,0.04123746269654248,-0.8696871163310567
0.18,raw,24,0.0008,none,362,0.48342541436464087,-0.0028632637618378927,-0.001075605895067088,0.04599569428350398,-1.036501481785317
0.18,raw,24,0.0008,0.02,169,0.4260355029585799,-0.005346077611426371,-0.003371566038980344,0.04123746269654248,-0.9034871163310566
0.18,raw,48,0.0004,none,362,0.4861878453038674,-0.002237710351710294,-0.0012763093993466864,0.054107854564657776,-0.8100511473191265
0.18,raw,48,0.0004,0.02,169,0.46745562130177515,-0.002126241252879635,-0.002215100647330925,0.052732252813344156,-0.3593347717366583
0.18,raw,48,0.0006,none,362,0.48066298342541436,-0.0024377103517102946,-0.0014763093993466862,0.054107854564657776,-0.8824511473191267
0.18,raw,48,0.0006,0.02,169,0.46153846153846156,-0.0023262412528796293,-0.002415100647330925,0.052732252813344156,-0.39313477173665734
0.18,raw,48,0.0008,none,362,0.48066298342541436,-0.0026377103517103056,-0.0016763093993466863,0.054107854564657776,-0.9548511473191307
0.18,raw,48,0.0008,0.02,169,0.46153846153846156,-0.0025262412528796294,-0.002615100647330925,0.052732252813344156,-0.42693477173665734
0.18,alternating,1,0.0004,none,213,0.4835680751173709,2.1704685803598414e-05,-0.00020148520411771253,0.010178435118488864,0.004623098076166462
0.18,alternating,1,0.0004,0.02,106,0.42452830188679247,-0.0010013891961003862,-0.0005777812931703648,0.008574671662623025,-0.10614725478664094
0.18,alternating,1,0.0006,none,213,0.4788732394366197,-0.00017829531419640468,-0.00040148520411771246,0.010178435118488866,-0.0379769019238342
0.18,alternating,1,0.0006,0.02,106,0.41509433962264153,-0.001201389196100387,-0.0007777812931703648,0.008574671662623025,-0.12734725478664102
0.18,alternating,1,0.0008,none,213,0.4647887323943662,-0.00037829531419640133,-0.0006014852041177126,0.010178435118488864,-0.08057690192383349
0.18,alternating,1,0.0008,0.02,106,0.4056603773584906,-0.001401389196100386,-0.0009777812931703648,0.008574671662623025,-0.1485472547866409
0.18,alternating,4,0.0004,none,213,0.5211267605633803,0.0009970665289016965,0.0007710311598311929,0.02060072769610443,0.21237517065606135
0.18,alternating,4,0.0004,0.02,106,0.4811320754716981,0.00041218783415981604,-0.0003217894191491651,0.019028340648221332,0.0436919104209405
0.18,alternating,4,0.0006,none,213,0.5164319248826291,0.0007970665289017075,0.0005710311598311929,0.02060072769610443,0.1697751706560637
0.18,alternating,4,0.0006,0.02,106,0.4716981132075472,0.00021218783415982142,-0.0005217894191491651,0.019028340648221332,0.02249191042094107
0.18,alternating,4,0.0008,none,213,0.5117370892018779,0.0005970665289016996,0.00037103115983119284,0.02060072769610443,0.12717517065606201
0.18,alternating,4,0.0008,0.02,106,0.4716981132075472,1.2187834159821992e-05,-0.0007217894191491652,0.019028340648221332,0.0012919104209411312
0.18,alternating,24,0.0004,none,213,0.48826291079812206,-0.002223206925895202,-0.0008283740332199359,0.04875883735913377,-0.47354307521567796
0.18,alternating,24,0.0004,0.02,106,0.4716981132075472,-0.0037508083245997173,-0.0016248030752016747,0.04570060979296176,-0.39758568240757003
0.18,alternating,24,0.0006,none,213,0.47417840375586856,-0.0024232069258952,-0.0010283740332199358,0.04875883735913377,-0.5161430752156776
0.18,alternating,24,0.0006,0.02,106,0.4528301886792453,-0.003950808324599707,-0.0018248030752016746,0.04570060979296177,-0.4187856824075689
0.18,alternating,24,0.0008,none,213,0.47417840375586856,-0.0026232069258952067,-0.0012283740332199359,0.04875883735913377,-0.558743075215679
0.18,alternating,24,0.0008,0.02,106,0.4528301886792453,-0.004150808324599716,-0.0020248030752016747,0.04570060979296176,-0.43998568240756986
0.18,alternating,48,0.0004,none,213,0.47417840375586856,-0.0031671332643600967,-0.0030452886990867565,0.05542678003527599,-0.6745993853087006
0.18,alternating,48,0.0004,0.02,106,0.4716981132075472,-0.0015347660060235672,-0.002630194673208841,0.05912633896740797,-0.16268519663849812
0.18,alternating,48,0.0006,none,213,0.4694835680751174,-0.0033671332643600937,-0.003245288699086756,0.05542678003527599,-0.7171993853087
0.18,alternating,48,0.0006,0.02,106,0.4716981132075472,-0.0017347660060235662,-0.0028301946732088405,0.05912633896740797,-0.183885196638498
0.18,alternating,48,0.0008,none,213,0.4694835680751174,-0.003567133264360102,-0.0034452886990867563,0.05542678003527599,-0.7597993853087017
0.18,alternating,48,0.0008,0.02,106,0.4716981132075472,-0.0019347660060235663,-0.0030301946732088406,0.05912633896740797,-0.20508519663849803
0.2,raw,1,0.0004,none,291,0.5051546391752577,0.0003256155977231556,0.00023152130219235046,0.009528704614011474,0.09475413893743828
0.2,raw,1,0.0004,0.02,139,0.460431654676259,-0.0008791211440874729,-0.0003737467491092158,0.008725189692043256,-0.12219783902815874
0.2,raw,1,0.0006,none,291,0.5017182130584192,0.00012561559772315928,3.152130219235053e-05,0.009528704614011474,0.03655413893743935
0.2,raw,1,0.0006,0.02,139,0.45323741007194246,-0.0010791211440874726,-0.0005737467491092157,0.008725189692043256,-0.1499978390281587
0.2,raw,1,0.0008,none,291,0.4879725085910653,-7.438440227683748e-05,-0.00016847869780764956,0.009528704614011474,-0.021645861062559706
0.2,raw,1,0.0008,0.02,139,0.43884892086330934,-0.0012791211440874722,-0.0007737467491092158,0.008725189692043256,-0.17779783902815866
0.2,raw,4,0.0004,none,291,0.49140893470790376,0.00029795189728461143,-0.00016690961346881272,0.02011056358652756,0.08670400210982193
0.2,raw,4,0.0004,0.02,139,0.4316546762589928,-0.0008219357744875312,-0.0010309244217566068,0.018588882679769023,-0.11424907265376684
0.2,raw,4,0.0006,none,291,0.4879725085910653,9.795189728460888e-05,-0.00036690961346881265,0.02011056358652756,0.028504002109821184
0.2,raw,4,0.0006,0.02,139,0.4244604316546763,-0.0010219357744875287,-0.0012309244217566066,0.018588882679769023,-0.14204907265376648
0.2,raw,4,0.0008,none,291,0.4742268041237113,-0.00010204810271538911,-0.0005669096134688127,0.02011056358652756,-0.02969599789017823
