trade_no,timestamp,timestamp_kst,direction,gross_return,net_return,pnl_amount,capital_before,capital_after,exit_type,exit_timestamp,exit_timestamp_kst
42,1637496000000,2021-11-21 21:00,long,-0.02045110316073595,-0.02125110316073595,-236.88760776163934,11147.07344695962,10910.18583919798,sl,1637547900000,2021-11-22 11:25
43,1637586000000,2021-11-22 22:00,long,0.032825956911895826,0.032025956911895824,349.4091415869305,10910.18583919798,11259.59498078491,tp,1637588100000,2021-11-22 22:35
44,1637683200000,2021-11-24 01:00,short,-0.024550276136650506,-0.025350276136650505,-285.4338419497415,11259.59498078491,10974.161138835168,sl,1637835000000,2021-11-25 19:10
45,1637780400000,2021-11-25 04:00,short,-0.022764529813094958,-0.023564529813094957,-258.60094732978945,10974.161138835168,10715.56019150538,sl,1637800800000,2021-11-25 09:40
46,1638007200000,2021-11-27 19:00,short,-0.021054021126827083,-0.02185402112682708,-234.1780788109458,10715.56019150538,10481.382112694433,sl,1638134700000,2021-11-29 06:25
47,1638100800000,2021-11-28 21:00,short,-0.021423341170574428,-0.022223341170574427,-232.93133062956457,10481.382112694433,10248.450782064869,sl,1638135300000,2021-11-29 06:35
48,1638230400000,2021-11-30 09:00,short,-0.024100912902843552,-0.02490091290284355,-255.19578031327617,10248.450782064869,9993.255001751593,sl,1638285000000,2021-12-01 00:10
49,1638327600000,2021-12-01 12:00,long,0.030065470124129412,0.029265470124129413,292.4573056965681,9993.255001751593,10285.71230744816,tp,1638375300000,2021-12-02 01:15
50,1638428400000,2021-12-02 16:00,short,0.037499085539534405,0.0366990855395344,377.47623580608183,10285.71230744816,10663.188543254242,tp,1638550800000,2021-12-04 02:00
51,1638518400000,2021-12-03 17:00,short,0.036078383659917224,0.03527838365991722,376.18005646695696,10663.188543254242,11039.3685997212,tp,1638550800000,2021-12-04 02:00
52,1638716400000,2021-12-06 00:00,long,-0.023105787213503537,-0.023905787213503536,-263.90479671636746,11039.3685997212,10775.463803004832,sl,1638718500000,2021-12-06 00:35
53,1638802800000,2021-12-07 00:00,long,0.04608548055047157,0.04528548055047157,487.9720564732857,10775.463803004832,11263.435859478117,tp,1638827100000,2021-12-07 06:45
54,1638982800000,2021-12-09 02:00,short,0.030551010896379904,0.029751010896379906,335.0986029860096,11263.435859478117,11598.534462464126,tp,1639044600000,2021-12-09 19:10
55,1639148400000,2021-12-11 00:00,short,-0.020145493968642736,-0.020945493968642735,-242.93703362863724,11598.534462464126,11355.597428835488,sl,1639264500000,2021-12-12 08:15
56,1639234800000,2021-12-12 00:00,long,0.033110731428796614,0.03231073142879661,366.9076587366368,11355.597428835488,11722.505087572124,tp,1639328700000,2021-12-13 02:05
57,1639382400000,2021-12-13 17:00,short,0.030719270579971703,0.029919270579971704,350.7288015901653,11722.505087572124,12073.23388916229,tp,1639410900000,2021-12-14 00:55
58,1639490400000,2021-12-14 23:00,short,-0.022538650818951123,-0.02333865081895112,-281.7729899946859,12073.23388916229,11791.460899167603,sl,1639516200000,2021-12-15 06:10
59,1639612800000,2021-12-16 09:00,short,0.03415760240838961,0.03335760240838961,393.3348644885051,11791.460899167603,12184.795763656108,tp,1639724400000,2021-12-17 16:00
60,1639810800000,2021-12-18 16:00,short,-0.02159528323357729,-0.022395283233577288,-272.8819522703712,12184.795763656108,11911.913811385737,sl,1639883700000,2021-12-19 12:15
61,1639922400000,2021-12-19 23:00,long,-0.02040715207905508,-0.02120715207905508,-252.61776775065394,11911.913811385737,11659.296043635082,sl,1639937400000,2021-12-20 03:10
62,1640026800000,2021-12-21 04:00,long,0.035840132624926246,0.035040132624926244,408.5432796822511,11659.296043635082,12067.839323317334,tp,1640058600000,2021-12-21 12:50
63,1640167200000,2021-12-22 19:00,short,-0.02112008226591766,-0.02192008226591766,-264.5280307389921,12067.839323317334,11803.311292578343,sl,1640281800000,2021-12-24 02:50
64,1640631600000,2021-12-28 04:00,short,0.030982778302958813,0.030182778302958815,356.25672798470237,11803.311292578343,12159.568020563045,tp,1640654400000,2021-12-28 10:20
65,1640800800000,2021-12-30 03:00,short,0.0335653516836496,0.0327653516836496,398.4125225150072,12159.568020563045,12557.980543078053,tp,1640823300000,2021-12-30 09:15
66,1640991600000,2022-01-01 08:00,long,0.03137135009142167,0.03057135009142167,383.9144196237008,12557.980543078053,12941.894962701754,tp,1641058800000,2022-01-02 02:40
67,1641106800000,2022-01-02 16:00,long,-0.02343482699622934,-0.02423482699622934,-313.64458542444896,12941.894962701754,12628.250377277305,sl,1641241200000,2022-01-04 05:20
68,1641193200000,2022-01-03 16:00,short,0.010353013427187197,0.009553013427187196,120.63784541601187,12628.250377277305,12748.888222693316,timeout,1641366000000,2022-01-05 16:00
69,1641290400000,2022-01-04 19:00,short,-0.02258709113375046,-0.023387091133750457,-298.1594107181265,12748.888222693316,12450.72881197519,sl,1641307500000,2022-01-04 23:45
70,1641391200000,2022-01-05 23:00,long,-0.025303801791227154,-0.026103801791227153,-325.0113570641215,12450.72881197519,12125.717454911068,sl,1641411900000,2022-01-06 04:45
71,1641502800000,2022-01-07 06:00,long,-0.023132117437773658,-0.023932117437773657,-290.1940941481936,12125.717454911068,11835.523360762874,sl,1641525900000,2022-01-07 12:25
72,1641812400000,2022-01-10 20:00,short,0.03471711154323154,0.033917111543231536,401.426765999517,11835.523360762874,12236.950126762391,tp,1641824100000,2022-01-10 23:15
73,1642010400000,2022-01-13 03:00,long,-0.020550616800291355,-0.021350616800291353,-261.2664329607805,12236.950126762391,11975.683693801611,sl,1642089000000,2022-01-14 00:50
74,1642129200000,2022-01-14 12:00,long,0.005737209929492781,0.004937209929492781,59.1264644455021,11975.683693801611,12034.810158247114,timeout,1642302000000,2022-01-16 12:00
75,1642284000000,2022-01-16 07:00,short,0.030419394582928083,0.029619394582928085,356.46379080775245,12034.810158247114,12391.273949054867,tp,1642442400000,2022-01-18 03:00
76,1642402800000,2022-01-17 16:00,long,-0.02119767538574424,-0.02199767538574424,-272.5792219471381,12391.273949054867,12118.694727107728,sl,1642443300000,2022-01-18 03:15
77,1642507200000,2022-01-18 21:00,short,-0.0016643885651514978,-0.0024643885651514977,-29.865172710046036,12118.694727107728,12088.829554397682,timeout,1642680000000,2022-01-20 21:00
78,1642647600000,2022-01-20 12:00,long,0.030677847850240747,0.02987784785024075,361.1882101137876,12088.829554397682,12450.017764511469,tp,1642691100000,2022-01-21 00:05
79,1642953600000,2022-01-24 01:00,short,-0.024964542023284242,-0.02576454202328424,-320.76900588439105,12450.017764511469,12129.248758627078,sl,1642979400000,2022-01-24 08:10
80,1643065200000,2022-01-25 08:00,short,-0.02488645041176718,-0.02568645041176718,-311.557346770463,12129.248758627078,11817.691411856615,sl,1643131200000,2022-01-26 02:20
81,1643227200000,2022-01-27 05:00,long,-0.021553562918224523,-0.02235356291822452,-264.16750852309843,11817.691411856615,11553.523903333517,sl,1643233800000,2022-01-27 06:50
82,1643414400000,2022-01-29 09:00,short,-0.02170599339154644,-0.02250599339154644,-260.02353261749795,11553.523903333517,11293.500370716018,sl,1643488500000,2022-01-30 05:35
83,1643810400000,2022-02-02 23:00,short,0.03327437871275685,0.032474378712756845,366.74940803129175,11293.500370716018,11660.24977874731,tp,1643818500000,2022-02-03 01:15
84,1644498000000,2022-02-10 22:00,short,0.03166677631127046,0.030866776311270463,359.9143216541341,11660.24977874731,12020.164100401444,tp,1644502200000,2022-02-10 23:10
85,1644681600000,2022-02-13 01:00,long,0.011047873366802463,0.010247873366802463,123.18111954909904,12020.164100401444,12143.345219950543,timeout,1644854400000,2022-02-15 01:00
86,1644768000000,2022-02-14 01:00,short,-0.02424197482910917,-0.02504197482910917,-304.0933453391846,12143.345219950543,11839.251874611358,sl,1644888900000,2022-02-15 10:35
87,1644872400000,2022-02-15 06:00,long,0.03222306376987105,0.03142306376987105,372.0255666434781,11839.251874611358,12211.277441254837,tp,1644888900000,2022-02-15 10:35
88,1645048800000,2022-02-17 07:00,short,0.03200367106277957,0.031203671062779572,381.0366845332565,12211.277441254837,12592.314125788094,tp,1645104600000,2022-02-17 22:30
89,1645444800000,2022-02-21 21:00,long,0.03347567800488016,0.03267567800488016,411.46240171055575,12592.314125788094,13003.77652749865,tp,1645453200000,2022-02-21 23:20
90,1645653600000,2022-02-24 07:00,long,-0.02224065550284493,-0.02304065550284493,-299.6155352060775,13003.77652749865,12704.160992292573,sl,1645663500000,2022-02-24 09:45
91,1645747200000,2022-02-25 09:00,short,-0.021294435237099174,-0.022094435237099173,-280.6912622858898,12704.160992292573,12423.469730006684,sl,1645790700000,2022-02-25 21:05
92,1645970400000,2022-02-27 23:00,short,0.037778105579107546,0.036978105579107544,459.39637533503384,12423.469730006684,12882.866105341718,tp,1645991700000,2022-02-28 04:55
93,1646506800000,2022-03-06 04:00,short,0.03179070106768345,0.030990701067683448,399.2490523656365,12882.866105341718,13282.115157707354,tp,1646562000000,2022-03-06 19:20
94,1646593200000,2022-03-07 04:00,long,-0.021703125945048085,-0.022503125945048084,-298.8891102105208,13282.115157707354,12983.226047496833,sl,1646619600000,2022-03-07 11:20
95,1646881200000,2022-03-10 12:00,short,0.03401233895000111,0.033212338950001107,431.203304153948,12983.226047496833,13414.429351650782,tp,1646887200000,2022-03-10 13:40
96,1646985600000,2022-03-11 17:00,long,0.0010186309651016856,0.00021863096510168557,2.9328096354397886,13414.429351650782,13417.362161286223,timeout,1647158400000,2022-03-13 17:00
97,1647093600000,2022-03-12 23:00,short,0.03470890154593065,0.033908901545930646,454.96801253314976,13417.362161286223,13872.330173819373,tp,1647211500000,2022-03-14 07:45
98,1647262800000,2022-03-14 22:00,short,-0.023675742303550296,-0.024475742303550294,-339.535578484168,13872.330173819373,13532.794595335205,sl,1647297900000,2022-03-15 07:45
99,1647882000000,2022-03-22 02:00,short,-0.021894222861716495,-0.022694222861716493,-307.1162564883696,13532.794595335205,13225.678338846836,sl,1647914700000,2022-03-22 11:05
100,1648044000000,2022-03-23 23:00,short,-0.020017519192073063,-0.020817519192073062,-275.325812647129,13225.678338846836,12950.352526199707,sl,1648079100000,2022-03-24 08:45
101,1648666800000,2022-03-31 04:00,short,0.03016222315964856,0.02936222315964856,380.2511408703943,12950.352526199707,13330.603667070101,tp,1648750500000,2022-04-01 03:15
102,1649044800000,2022-04-04 13:00,long,-0.023054786374127723,-0.02385478637412772,-317.9987027161209,13330.603667070101,13012.60496435398,sl,1649205000000,2022-04-06 09:30
103,1649336400000,2022-04-07 22:00,long,-0.026289945198650466,-0.027089945198650465,-352.51075537603634,13012.60496435398,12660.094208977944,sl,1649441400000,2022-04-09 03:10
104,1649426400000,2022-04-08 23:00,short,0.013808306983001617,0.013008306983001617,164.6863919041061,12660.094208977944,12824.78060088205,timeout,1649599200000,2022-04-10 23:00
105,1649545200000,2022-04-10 08:00,short,0.031156340205882427,0.030356340205882428,389.31340298617675,12824.78060088205,13214.094003868227,tp,1649676000000,2022-04-11 20:20
106,1649635200000,2022-04-11 09:00,long,-0.021763726094270464,-0.022563726094270462,-298.1591976872244,13214.094003868227,12915.934806181003,sl,1649676000000,2022-04-11 20:20
107,1649764800000,2022-04-12 21:00,short,-0.020609723936672486,-0.021409723936672485,-276.5265985843947,12915.934806181003,12639.408207596609,sl,1649863200000,2022-04-14 00:20
108,1649858400000,2022-04-13 23:00,long,-0.021547047926075202,-0.0223470479260752,-282.4534609723897,12639.408207596609,12356.954746624218,sl,1649962200000,2022-04-15 03:50
109,1650034800000,2022-04-16 00:00,short,0.0058939508089386194,0.005093950808938619,62.945719627584346,12356.954746624218,12419.900466251802,timeout,1650207600000,2022-04-18 00:00
110,1650225600000,2022-04-18 05:00,long,-0.02026492476795272,-0.021064924767952718,-261.6242689470551,12419.900466251802,12158.276197304747,sl,1650238800000,2022-04-18 08:40
111,1650391200000,2022-04-20 03:00,short,-0.023875845602865153,-0.024675845602865152,-300.0157462416824,12158.276197304747,11858.260451063064,sl,1650536100000,2022-04-21 19:15
112,1650477600000,2022-04-21 03:00,long,0.030052637503222623,0.029252637503222625,346.88539439374904,11858.260451063064,12205.145845456813,tp,1650544500000,2022-04-21 21:35
113,1650729600000,2022-04-24 01:00,short,0.03585112584849448,0.03505112584849448,427.80410302833627,12205.145845456813,12632.94994848515,tp,1650870000000,2022-04-25 16:00
114,1650816000000,2022-04-25 01:00,short,0.0348546284824065,0.0340546284824065,430.2104171324981,12632.94994848515,13063.160365617647,tp,1650870000000,2022-04-25 16:00
115,1650916800000,2022-04-26 05:00,long,-0.021013082891422008,-0.021813082891422007,-284.9477998791563,13063.160365617647,12778.21256573849,sl,1650984600000,2022-04-26 23:50
116,1651068000000,2022-04-27 23:00,short,-0.020229777605993426,-0.021029777605993425,-268.7229684595911,12778.21256573849,12509.489597278898,sl,1651137300000,2022-04-28 18:15
117,1651158000000,2022-04-29 00:00,short,0.030133672004250878,0.02933367200425088,366.94926478716764,12509.489597278898,12876.438862066067,tp,1651232100000,2022-04-29 20:35
118,1651381200000,2022-05-01 14:00,short,-0.020858803467499243,-0.02165880346749924,-278.8882586747585,12876.438862066067,12597.550603391308,sl,1651450800000,2022-05-02 09:20
119,1651492800000,2022-05-02 21:00,short,-0.015259988113491385,-0.016059988113491384,-202.3165129495706,12597.550603391308,12395.234090441738,timeout,1651665600000,2022-05-04 21:00
120,1651759200000,2022-05-05 23:00,short,0.03136165553515513,0.030561655535155132,378.81887454969234,12395.234090441738,12774.05296499143,tp,1651762800000,2022-05-06 00:00
121,1651921200000,2022-05-07 20:00,short,0.030640471545459347,0.029840471545459348,381.1837640220174,12774.05296499143,13155.236729013446,tp,1651974300000,2022-05-08 10:45
122,1652558400000,2022-05-15 05:00,short,-0.0235165631522809,-0.0243165631522809,-319.89014470426065,13155.236729013446,12835.346584309185,sl,1652568600000,2022-05-15 07:50
