trade_no,timestamp,timestamp_kst,direction,gross_return,net_return,pnl_amount,capital_before,capital_after,exit_type,exit_timestamp,exit_timestamp_kst
1,1628604000000,2021-08-10 23:00,short,-0.013748149687641709,-0.014548149687641709,-145.48149687641708,10000.0,9854.518503123583,sl,1628663100000,2021-08-11 15:25
2,1628841600000,2021-08-13 17:00,long,0.025767146731129342,0.024967146731129344,246.0392094321156,9854.518503123583,10100.5577125557,tp,1628885100000,2021-08-14 05:05
3,1628949600000,2021-08-14 23:00,short,-0.012735261070268677,-0.013535261070268678,-136.7136855947572,10100.5577125557,9963.844026960942,sl,1628970300000,2021-08-15 04:45
4,1629025200000,2021-08-15 20:00,long,0.026893774791107328,0.02609377479110733,259.9943020932388,9963.844026960942,10223.83832905418,tp,1629065100000,2021-08-16 07:05
5,1629147600000,2021-08-17 06:00,short,-0.012001871420785681,-0.012801871420785682,-130.88426371545197,10223.83832905418,10092.954065338728,sl,1629171000000,2021-08-17 12:30
6,1629190800000,2021-08-17 18:00,long,-0.013445664364310494,-0.014245664364310495,-143.78083605921867,10092.954065338728,9949.17322927951,sl,1629216000000,2021-08-18 01:00
7,1629226800000,2021-08-18 04:00,long,-0.014725014066831688,-0.015525014066831688,-154.46105433790964,9949.17322927951,9794.7121749416,sl,1629230700000,2021-08-18 05:05
8,1629331200000,2021-08-19 09:00,long,-0.012632962802212933,-0.013432962802212933,-131.57200430437265,9794.7121749416,9663.140170637227,sl,1629342300000,2021-08-19 12:05
9,1629964800000,2021-08-26 17:00,short,-0.013161720975490843,-0.013961720975490843,-134.91406680949393,9663.140170637227,9528.226103827734,sl,1629987000000,2021-08-26 23:10
10,1630411200000,2021-08-31 21:00,long,-0.012499977840246923,-0.013299977840246923,-126.72519603777114,9528.226103827734,9401.500907789963,sl,1630421700000,2021-08-31 23:55
