trade_no,timestamp,timestamp_kst,direction,gross_return,net_return,pnl_amount,capital_before,capital_after
1,1629979200000,2021-08-26 21:00,short,-0.008517390364100708,-0.009317390364100708,-93.17390364100709,10000.0,9906.826096358993
2,1630411200000,2021-08-31 21:00,short,0.002571566038980344,0.0017715660389803442,17.550596666393805,9906.826096358993,9924.376693025386
3,1636038000000,2021-11-05 00:00,long,-0.004890187173983818,-0.005690187173983818,-56.47156096843699,9924.376693025386,9867.905132056949
4,1636747200000,2021-11-13 05:00,long,0.004034262604301508,0.0032342626043015085,31.91539655140673,9867.905132056949,9899.820528608356
5,1637146800000,2021-11-17 20:00,short,0.023233791720325914,0.022433791720325915,222.09051180740664,9899.820528608356,10121.911040415762
6,1637168400000,2021-11-18 02:00,short,0.04242714449905449,0.04162714449905449,421.3462534859619,10121.911040415762,10543.257293901725
7,1637427600000,2021-11-21 02:00,long,0.027088553603429988,0.02628855360342999,277.1669845254897,10543.257293901725,10820.424278427214
8,1637593200000,2021-11-23 00:00,long,-0.021229796182851812,-0.02202979618285181,-238.3717414657329,10820.424278427214,10582.05253696148
9,1637661600000,2021-11-23 19:00,short,0.006450175488541099,0.0056501754885410985,59.7904538627939,10582.05253696148,10641.842990824274
10,1637665200000,2021-11-23 20:00,long,0.00824353639697617,0.0074435363969761695,79.21294563310622,10641.842990824274,10721.05593645738
11,1637683200000,2021-11-24 01:00,long,-0.015364675160470798,-0.016164675160470796,-173.3023865900706,10721.05593645738,10547.75354986731
12,1637827200000,2021-11-25 17:00,short,0.04965220949441129,0.04885220949441129,515.2810661135381,10547.75354986731,11063.034615980847
13,1638003600000,2021-11-27 18:00,short,0.007190146952195664,0.006390146952195664,70.69441693334514,11063.034615980847,11133.729032914192
14,1638025200000,2021-11-28 00:00,long,-0.011407273826390063,-0.012207273826390063,-135.91247901361257,11133.729032914192,10997.81655390058
15,1638028800000,2021-11-28 01:00,short,0.013068019289020905,0.012268019289020904,134.92142562036574,10997.81655390058,11132.737979520945
16,1638100800000,2021-11-28 21:00,long,0.04642047535489224,0.04562047535489224,507.88079862720815,11132.737979520945,11640.618778148153
17,1638288000000,2021-12-01 01:00,long,0.030376530284889736,0.029576530284889737,344.289113826755,11640.618778148153,11984.907891974908
18,1638295200000,2021-12-01 03:00,short,0.009651700949349973,0.008851700949349972,106.08682056526627,11984.907891974908,12090.994712540174
19,1638349200000,2021-12-01 18:00,long,-0.007863485343504784,-0.008663485343504784,-104.75015548048563,12090.994712540174,11986.244557059688
20,1638352800000,2021-12-01 19:00,short,0.007729128330956958,0.006929128330956958,83.05422674210092,11986.244557059688,12069.298783801789
21,1638381600000,2021-12-02 03:00,long,-0.014087970773153935,-0.014887970773153935,-179.68736754570338,12069.298783801789,11889.611416256086
22,1638482400000,2021-12-03 07:00,long,-0.060332977944805855,-0.06113297794480586,-726.8473524822953,11889.611416256086,11162.764063773791
23,1638504000000,2021-12-03 13:00,short,0.14897228027528042,0.14817228027528043,1654.0122055043184,11162.764063773791,12816.77626927811
24,1638525600000,2021-12-03 19:00,short,0.16637727497284616,0.16557727497284616,2122.166888603711,12816.77626927811,14938.943157881822
25,1638529200000,2021-12-03 20:00,long,-0.18343480547176017,-0.18423480547176016,-2752.27328664604,14938.943157881822,12186.669871235783
26,1638716400000,2021-12-06 00:00,short,-0.024582503398515865,-0.025382503398515863,-309.32818942323314,12186.669871235783,11877.34168181255
27,1639148400000,2021-12-11 00:00,long,0.016077482547085742,0.015277482547085742,181.45588024966523,11877.34168181255,12058.797562062215
28,1639180800000,2021-12-11 09:00,short,-0.03256350330755042,-0.033363503307550425,-402.3237323469437,12058.797562062215,11656.47382971527
29,1639922400000,2021-12-19 23:00,short,0.02634779541535537,0.02554779541535537,297.7972086660096,11656.47382971527,11954.271038381281
30,1639980000000,2021-12-20 15:00,long,0.04250804715471057,0.04170804715471057,498.58930016899734,11954.271038381281,12452.860338550277
31,1641146400000,2022-01-03 03:00,long,-0.011276833083702642,-0.012076833083702642,-150.3911157233325,12452.860338550277,12302.469222826945
32,1641304800000,2022-01-04 23:00,short,0.01233517952879526,0.011535179528795259,141.91119113278708,12302.469222826945,12444.380413959732
33,1641312000000,2022-01-05 01:00,long,-0.010148732754703294,-0.010948732754703294,-136.25019545030906,12444.380413959732,12308.130218509423
34,1641326400000,2022-01-05 05:00,short,0.05146869906894069,0.05066869906894069,623.6369461429891,12308.130218509423,12931.767164652412
35,1641384000000,2022-01-05 21:00,long,-0.07164992616280996,-0.07244992616280996,-936.9055762337175,12931.767164652412,11994.861588418695
36,1641391200000,2022-01-05 23:00,short,0.08579654471581655,0.08499654471581655,1019.52178936006,11994.861588418695,13014.383377778755
37,1641398400000,2022-01-06 01:00,long,-0.07377705075950303,-0.07457705075950302,-970.5743297682386,13014.383377778755,12043.809048010517
38,1641549600000,2022-01-07 19:00,short,0.024443281665964656,0.023643281665964657,284.7551696532063,12043.809048010517,12328.564217663723
39,1641837600000,2022-01-11 03:00,long,0.0265069586772273,0.0257069586772273,316.92989089302444,12328.564217663723,12645.494108556748
40,1642255200000,2022-01-15 23:00,short,-0.002811981807929964,-0.003611981807929964,-45.67529467239251,12645.494108556748,12599.818813884356
41,1642507200000,2022-01-18 21:00,long,0.008310965100050582,0.007510965100050582,94.63679937804612,12599.818813884356,12694.455613262402
42,1642543200000,2022-01-19 07:00,short,0.013017366809858655,0.012217366809858654,155.09282067869597,12694.455613262402,12849.548433941098
43,1642608000000,2022-01-20 01:00,long,0.02924880203223923,0.02844880203223923,365.55425960085995,12849.548433941098,13215.102693541958
44,1642672800000,2022-01-20 19:00,short,0.07633249981848667,0.07553249981848667,998.1697418012407,13215.102693541958,14213.272435343199
45,1643223600000,2022-01-27 04:00,long,-0.031959141260462065,-0.03275914126046207,-465.61459948283954,14213.272435343199,13747.657835860358
46,1645473600000,2022-02-22 05:00,short,0.013619235106662853,0.012819235106662852,176.23445796384976,13747.657835860358,13923.892293824209
47,1646575200000,2022-03-06 23:00,short,-0.0017138843965645023,-0.0025138843965645022,-35.003055576889395,13923.892293824209,13888.889238247319
48,1646582400000,2022-03-07 01:00,long,-0.0104249022585583,-0.0112249022585583,-155.9014241792684,13888.889238247319,13732.98781406805
49,1647007200000,2022-03-11 23:00,long,-0.009950362763033516,-0.010750362763033516,-147.6346008215502,13732.98781406805,13585.3532132465
50,1648047600000,2022-03-24 00:00,short,-0.03220237333768372,-0.03300237333768372,-448.3488986678622,13585.3532132465,13137.004314578639
51,1648832400000,2022-04-02 02:00,long,-0.0005620863093217521,-0.001362086309321752,-17.89373372238835,13137.004314578639,13119.11058085625
52,1649426400000,2022-04-08 23:00,long,-0.029693454846727363,-0.03049345484672736,-400.04700612656325,13119.11058085625,12719.063574729687
53,1649430000000,2022-04-09 00:00,short,0.033508304346481665,0.03270830434648166,416.01900240450766,12719.063574729687,13135.082577134195
54,1649437200000,2022-04-09 02:00,long,-0.008896277230443062,-0.009696277230443062,-127.36140211265567,13135.082577134195,13007.72117502154
