trade_no,timestamp,timestamp_kst,direction,gross_return,net_return,pnl_amount,capital_before,capital_after
1,1629979200000,2021-08-26 21:00,short,-0.008517390364100708,-0.009317390364100708,-93.17390364100709,10000.0,9906.826096358993
2,1630411200000,2021-08-31 21:00,short,0.002571566038980344,0.0017715660389803442,17.550596666393805,9906.826096358993,9924.376693025386
3,1636038000000,2021-11-05 00:00,long,-0.004890187173983818,-0.005690187173983818,-56.47156096843699,9924.376693025386,9867.905132056949
4,1636124400000,2021-11-06 00:00,long,-0.0018339756266473328,-0.0026339756266473328,-25.991821603906132,9867.905132056949,9841.913310453043
5,1636747200000,2021-11-13 05:00,long,0.004034262604301508,0.0032342626043015085,31.83133217477554,9841.913310453043,9873.744642627818
6,1637146800000,2021-11-17 20:00,short,0.023233791720325914,0.022433791720325915,221.5055308123963,9873.744642627818,10095.250173440214
7,1637168400000,2021-11-18 02:00,short,0.04242714449905449,0.04162714449905449,420.2364377239007,10095.250173440214,10515.486611164115
8,1637427600000,2021-11-21 02:00,long,0.027088553603429988,0.02628855360342999,276.4369334437382,10515.486611164115,10791.923544607853
9,1637593200000,2021-11-23 00:00,long,-0.021229796182851812,-0.02202979618285181,-237.74387610863067,10791.923544607853,10554.179668499222
10,1637661600000,2021-11-23 19:00,short,0.006450175488541099,0.0056501754885410985,59.63296726461312,10554.179668499222,10613.812635763836
11,1637665200000,2021-11-23 20:00,long,0.00824353639697617,0.0074435363969761695,79.00430066499368,10613.812635763836,10692.81693642883
12,1637683200000,2021-11-24 01:00,long,-0.015364675160470798,-0.016164675160470796,-172.84591232775253,10692.81693642883,10519.971024101078
13,1637827200000,2021-11-25 17:00,short,0.04965220949441129,0.04885220949441129,513.9238283445223,10519.971024101078,11033.894852445601
14,1638003600000,2021-11-27 18:00,short,0.007190146952195664,0.006390146952195664,70.50820956220268,11033.894852445601,11104.403062007803
15,1638025200000,2021-11-28 00:00,long,-0.011407273826390063,-0.012207273826390063,-135.55448885653354,11104.403062007803,10968.84857315127
16,1638028800000,2021-11-28 01:00,short,0.013068019289020905,0.012268019289020904,134.5660458737692,10968.84857315127,11103.41461902504
17,1638100800000,2021-11-28 21:00,long,0.04642047535489224,0.04562047535489224,506.54305298238205,11103.41461902504,11609.957672007422
18,1638288000000,2021-12-01 01:00,long,0.030376530284889736,0.029576530284889737,343.38226469241545,11609.957672007422,11953.339936699838
19,1638295200000,2021-12-01 03:00,short,0.009651700949349973,0.008851700949349972,105.8073904655889,11953.339936699838,12059.147327165427
20,1638302400000,2021-12-01 05:00,long,-0.013408664066549392,-0.014208664066549392,-171.34437330072055,12059.147327165427,11887.802953864706
21,1638349200000,2021-12-01 18:00,long,-0.007863485343504784,-0.008663485343504784,-102.98980665727976,11887.802953864706,11784.813147207426
22,1638352800000,2021-12-01 19:00,short,0.007729128330956958,0.006929128330956958,81.658482653349,11784.813147207426,11866.471629860775
23,1638381600000,2021-12-02 03:00,long,-0.014087970773153935,-0.014887970773153935,-176.66768280582755,11866.471629860775,11689.803947054947
24,1638421200000,2021-12-02 14:00,short,0.0018443610682279399,0.00104436106822794,12.208376137521492,11689.803947054947,11702.012323192468
25,1638428400000,2021-12-02 16:00,long,-0.001503631134512573,-0.002303631134512573,-26.957119924155975,11702.012323192468,11675.055203268312
26,1638482400000,2021-12-03 07:00,long,-0.060332977944805855,-0.06113297794480586,-713.7308922457926,11675.055203268312,10961.32431102252
27,1638504000000,2021-12-03 13:00,short,0.14897228027528042,0.14817228027528043,1624.164418001074,10961.32431102252,12585.488729023593
28,1638525600000,2021-12-03 19:00,short,0.16637727497284616,0.16557727497284616,2083.8709279531954,12585.488729023593,14669.359656976789
29,1638529200000,2021-12-03 20:00,long,-0.18343480547176017,-0.18423480547176016,-2702.606622798405,14669.359656976789,11966.753034178384
30,1638716400000,2021-12-06 00:00,short,-0.024582503398515865,-0.025382503398515863,-303.74614955923283,11966.753034178384,11663.006884619152
31,1639148400000,2021-12-11 00:00,long,0.016077482547085742,0.015277482547085742,178.18138412630992,11663.006884619152,11841.188268745462
32,1639180800000,2021-12-11 09:00,short,-0.03256350330755042,-0.033363503307550425,-395.0635239696165,11841.188268745462,11446.124744775845
33,1639245600000,2021-12-12 03:00,long,0.03610518923386796,0.03530518923386796,404.1076001087698,11446.124744775845,11850.232344884615
34,1639922400000,2021-12-19 23:00,short,0.02634779541535537,0.02554779541535537,302.74731157153906,11850.232344884615,12152.979656456153
35,1639980000000,2021-12-20 15:00,long,0.04250804715471057,0.04170804715471057,506.87704858171145,12152.979656456153,12659.856705037864
36,1641146400000,2022-01-03 03:00,long,-0.011276833083702642,-0.012076833083702642,-152.890976290336,12659.856705037864,12506.965728747527
37,1641218400000,2022-01-03 23:00,long,0.010622844534915687,0.009822844534915687,122.85397995700545,12506.965728747527,12629.819708704534
38,1641294000000,2022-01-04 20:00,short,0.010823673045735505,0.010023673045735504,126.59718338664067,12629.819708704534,12756.416892091174
39,1641304800000,2022-01-04 23:00,short,0.01233517952879526,0.011535179528795259,147.14755899442815,12756.416892091174,12903.564451085602
40,1641312000000,2022-01-05 01:00,long,-0.010148732754703294,-0.010948732754703294,-141.27767875802596,12903.564451085602,12762.286772327576
41,1641326400000,2022-01-05 05:00,short,0.05146869906894069,0.05066869906894069,646.6484678985884,12762.286772327576,13408.935240226165
42,1641384000000,2022-01-05 21:00,long,-0.07164992616280996,-0.07244992616280996,-971.476368076286,13408.935240226165,12437.458872149879
43,1641391200000,2022-01-05 23:00,short,0.08579654471581655,0.08499654471581655,1057.1410291778166,12437.458872149879,13494.599901327696
44,1641398400000,2022-01-06 01:00,long,-0.07377705075950303,-0.07457705075950302,-1006.3874618205001,13494.599901327696,12488.212439507195
45,1641549600000,2022-01-07 19:00,short,0.024443281665964656,0.023643281665964657,295.26232421167225,12488.212439507195,12783.474763718867
46,1641837600000,2022-01-11 03:00,long,0.0265069586772273,0.0257069586772273,328.6242575022989,12783.474763718867,13112.099021221165
47,1642255200000,2022-01-15 23:00,short,-0.002811981807929964,-0.003611981807929964,-47.360663128427134,13112.099021221165,13064.738358092738
48,1642356000000,2022-01-17 03:00,long,-0.020832934124851876,-0.021632934124851875,-282.62862425904564,13064.738358092738,12782.109733833693
49,1642507200000,2022-01-18 21:00,long,0.008310965100050582,0.007510965100050582,96.00598011584171,12782.109733833693,12878.115713949535
50,1642543200000,2022-01-19 07:00,short,0.013017366809858655,0.012217366809858654,157.33666349712624,12878.115713949535,13035.452377446662
51,1642608000000,2022-01-20 01:00,long,0.02924880203223923,0.02844880203223923,370.8430040866623,13035.452377446662,13406.295381533324
52,1642672800000,2022-01-20 19:00,short,0.07633249981848667,0.07553249981848667,1012.6110034722445,13406.295381533324,14418.906385005568
53,1643223600000,2022-01-27 04:00,long,-0.031959141260462065,-0.03275914126046207,-472.35099108777587,14418.906385005568,13946.555393917792
54,1643227200000,2022-01-27 05:00,short,0.03297355162995674,0.03217355162995674,448.71022002626574,13946.555393917792,14395.265613944057
55,1645473600000,2022-02-22 05:00,short,0.013619235106662853,0.012819235106662852,184.53629432800824,14395.265613944057,14579.801908272066
