trade_no,timestamp,timestamp_kst,direction,net_return,cum_net_return
170,1641189600000,2022-01-03 15:00,long,-0.012496459928449144,0.21877400041200765
171,1641193200000,2022-01-03 16:00,short,0.010354157735510317,0.22912815814751797
172,1641196800000,2022-01-03 17:00,long,-0.01157828779217882,0.21754987035533915
173,1641200400000,2022-01-03 18:00,short,0.012009993506852524,0.22955986386219168
174,1641204000000,2022-01-03 19:00,long,-0.011297593572252662,0.21826227028993903
175,1641218400000,2022-01-03 23:00,short,-0.011422844534915688,0.20683942575502334
176,1641254400000,2022-01-04 09:00,long,0.0006274579569359957,0.20746688371195934
177,1641290400000,2022-01-04 19:00,short,-0.004103067187413911,0.20336381652454544
178,1641294000000,2022-01-04 20:00,long,-0.011623673045735505,0.19174014347880994
179,1641301200000,2022-01-04 22:00,short,0.010327555605571548,0.2020676990843815
180,1641304800000,2022-01-04 23:00,long,-0.01313517952879526,0.18893251955558624
181,1641312000000,2022-01-05 01:00,short,0.009348732754703293,0.19828125231028954
182,1641326400000,2022-01-05 05:00,long,-0.052268699068940695,0.14601255324134885
183,1641362400000,2022-01-05 15:00,short,0.07138804600715257,0.2174005992485014
184,1641391200000,2022-01-05 23:00,long,-0.08659654471581654,0.13080405453268487
185,1641398400000,2022-01-06 01:00,short,0.07297705075950303,0.2037811052921879
186,1641502800000,2022-01-07 06:00,long,-0.021939820067239022,0.18184128522494888
187,1641517200000,2022-01-07 10:00,short,0.026906315842466746,0.20874760106741563
188,1641549600000,2022-01-07 19:00,long,-0.025243281665964654,0.18350431940145098
189,1641556800000,2022-01-07 21:00,short,0.02226973604842444,0.20577405544987543
190,1641812400000,2022-01-10 20:00,short,-0.007627723948779952,0.19814633150109548
191,1641888000000,2022-01-11 17:00,short,-0.014878309240481702,0.18326802226061378
192,1642010400000,2022-01-13 03:00,long,-0.021892084593684056,0.16137593766692973
193,1642071600000,2022-01-13 20:00,short,0.035843501142688104,0.19721943880961784
194,1642129200000,2022-01-14 12:00,long,0.004994156913712322,0.20221359572333017
195,1642183200000,2022-01-15 03:00,short,-0.009115284639975884,0.1930983110833543
196,1642190400000,2022-01-15 05:00,long,0.007372015925132614,0.2004703270084869
197,1642284000000,2022-01-16 07:00,short,0.0011146007564719848,0.2015849277649589
198,1642334400000,2022-01-16 21:00,long,-0.010327043446589057,0.19125788431836985
199,1642338000000,2022-01-16 22:00,short,0.013576081066557078,0.20483396538492693
200,1642341600000,2022-01-16 23:00,long,-0.01722478705112904,0.1876091783337979
201,1642356000000,2022-01-17 03:00,short,0.020032934124851878,0.20764211245864977
202,1642402800000,2022-01-17 16:00,long,-0.01522548281584588,0.1924166296428039
203,1642507200000,2022-01-18 21:00,short,-0.009110965100050583,0.18330566454275332
204,1642561200000,2022-01-19 12:00,short,-0.007163915790934316,0.176141748751819
205,1642572000000,2022-01-19 15:00,long,0.006232978942904888,0.1823747276947239
206,1642575600000,2022-01-19 16:00,short,-0.01973716274232604,0.16263756495239787
207,1642647600000,2022-01-20 12:00,long,-0.07510672936115345,0.08753083559124442
208,1642665600000,2022-01-20 17:00,short,0.07009102015537652,0.15762185574662094
209,1642672800000,2022-01-20 19:00,long,-0.07713249981848666,0.08048935592813428
210,1642680000000,2022-01-20 21:00,short,0.08278294224600571,0.16327229817414
211,1642683600000,2022-01-20 22:00,long,-0.09686349216088394,0.06640880601325605
212,1642953600000,2022-01-24 01:00,short,0.024048381781616748,0.0904571877948728
213,1642986000000,2022-01-24 10:00,short,-0.013845309727214072,0.07661187806765873
214,1643065200000,2022-01-25 08:00,short,-0.008478143779755731,0.06813373428790301
215,1643227200000,2022-01-27 05:00,long,-0.033773551629956745,0.03436018265794626
216,1643414400000,2022-01-29 09:00,short,-0.0025336739413791324,0.03182650871656713
217,1643810400000,2022-02-02 23:00,short,0.030611651331545888,0.06243816004811302
218,1644498000000,2022-02-10 22:00,short,0.0006537655808141147,0.06309192562892714
219,1644681600000,2022-02-13 01:00,long,-0.01031182343870971,0.05278010219021743
220,1644768000000,2022-02-14 01:00,short,-0.0090527364781666,0.043727365712050825
221,1644872400000,2022-02-15 06:00,long,0.04058633182733442,0.08431369753938525
222,1645048800000,2022-02-17 07:00,short,0.07594335398647237,0.16025705152585762
223,1645444800000,2022-02-21 21:00,long,0.0036080293868626886,0.1638650809127203
224,1645452000000,2022-02-21 23:00,short,0.021063055332312366,0.18492813624503268
225,1645455600000,2022-02-22 00:00,long,-0.02497441661179309,0.1599537196332396
226,1645466400000,2022-02-22 03:00,short,-0.011926940687681053,0.14802677894555855
227,1645473600000,2022-02-22 05:00,long,-0.014419235106662853,0.1336075438388957
228,1645653600000,2022-02-24 07:00,long,0.015657437546935517,0.14926498138583122
229,1645747200000,2022-02-25 09:00,short,-0.04053863251506704,0.10872634887076418
230,1645970400000,2022-02-27 23:00,short,-0.02177675131466925,0.08694959755609494
231,1646506800000,2022-03-06 04:00,short,0.018293242260893596,0.10524283981698854
232,1646532000000,2022-03-06 11:00,long,-0.04416454563992387,0.06107829417706467
233,1646582400000,2022-03-07 01:00,short,0.0096249022585583,0.07070319643562296
234,1646593200000,2022-03-07 04:00,long,-0.03632051444217275,0.034382681993450216
235,1646600400000,2022-03-07 06:00,short,0.026085522814701025,0.06046820480815124
236,1646604000000,2022-03-07 07:00,long,-0.019664264397747575,0.040803940410403666
237,1646668800000,2022-03-08 01:00,short,0.011164825735604423,0.05196876614600809
238,1646881200000,2022-03-10 12:00,short,0.0545915548693511,0.10656032101535919
239,1646985600000,2022-03-11 17:00,long,0.0008229565734227069,0.1073832775887819
240,1647007200000,2022-03-11 23:00,short,0.009150362763033515,0.11653364035181542
241,1647036000000,2022-03-12 07:00,long,0.005435912944083876,0.1219695532958993
242,1647093600000,2022-03-12 23:00,short,0.0006298885278446471,0.12259944182374395
243,1647097200000,2022-03-13 00:00,long,-0.0041996569600101005,0.11839978486373386
244,1647262800000,2022-03-14 22:00,short,0.0020741372754983453,0.1204739221392322
245,1647342000000,2022-03-15 20:00,long,0.047618042914345925,0.16809196505357812
246,1647882000000,2022-03-22 02:00,short,-0.03699724629521781,0.13109471875836032
247,1647885600000,2022-03-22 03:00,long,0.03882946353837626,0.1699241822967366
248,1648044000000,2022-03-23 23:00,short,-0.024735302095988485,0.1451888802007481
249,1648047600000,2022-03-24 00:00,long,0.03140237333768372,0.17659125353843183
250,1648054800000,2022-03-24 02:00,short,-0.04178083166143418,0.13481042187699765
251,1648065600000,2022-03-24 05:00,long,0.03557347690496928,0.17038389878196694
