trade_no,timestamp,timestamp_kst,direction,net_return,cum_net_return
1,1628604000000,2021-08-10 23:00,short,0.02833978408144069,0.02833978408144069
2,1628841600000,2021-08-13 17:00,long,-0.008876510935129955,0.019463273146310738
3,1628946000000,2021-08-14 22:00,long,0.00011259428553214224,0.01957586743184288
4,1628949600000,2021-08-14 23:00,short,0.01603586850959007,0.03561173594143295
5,1629025200000,2021-08-15 20:00,long,0.022393870418578123,0.05800560636001108
6,1629147600000,2021-08-17 06:00,short,0.031397136103972344,0.08940274246398341
7,1629190800000,2021-08-17 18:00,long,-0.04696761380258183,0.04243512866140158
8,1629208800000,2021-08-17 23:00,short,0.012166576952650021,0.0546017056140516
9,1629226800000,2021-08-18 04:00,long,0.029461412639733144,0.08406311825378475
10,1629316800000,2021-08-19 05:00,short,-0.09365191713431584,-0.009588798880531088
11,1629331200000,2021-08-19 09:00,long,0.08783399339585576,0.07824519451532468
12,1629950400000,2021-08-26 13:00,short,-0.023063460135216294,0.055181734380108385
13,1629964800000,2021-08-26 17:00,short,-0.04296807963260716,0.012213654747501225
14,1629979200000,2021-08-26 21:00,long,0.040839936245216445,0.05305359099271767
15,1630054800000,2021-08-27 18:00,short,-0.029516602127181633,0.023536988865536037
16,1630386000000,2021-08-31 14:00,long,0.0488764504256415,0.07241343929117754
17,1630404000000,2021-08-31 19:00,short,-0.057397441522853844,0.015015997768323693
18,1630411200000,2021-08-31 21:00,long,0.043508243822758884,0.058524241591082576
19,1630659600000,2021-09-03 18:00,long,0.0020122701207147217,0.060536511711797296
20,1630670400000,2021-09-03 21:00,long,-0.012545485671748602,0.04799102604004869
21,1630753200000,2021-09-04 20:00,short,-0.029243258187276442,0.01874776785277225
22,1630756800000,2021-09-04 21:00,long,0.021299881927338584,0.040047649780110835
23,1630764000000,2021-09-04 23:00,short,-0.03250119312554731,0.0075464566545635214
24,1630825200000,2021-09-05 16:00,long,0.049717270906008214,0.057263727560571735
25,1631185200000,2021-09-09 20:00,long,-0.016301739067082852,0.04096198849348888
26,1631494800000,2021-09-13 10:00,short,-0.04151999252105263,-0.0005580040275637507
27,1631505600000,2021-09-13 13:00,long,0.04756950966217945,0.0470115056346157
28,1631815200000,2021-09-17 03:00,short,-0.01488274634231188,0.03212875929230382
29,1632063600000,2021-09-20 00:00,long,-0.09868371516593064,-0.06655495587362681
30,1632222000000,2021-09-21 20:00,short,-0.006915482490476776,-0.07347043836410358
31,1632654000000,2021-09-26 20:00,short,0.02280434363342945,-0.05066609473067413
32,1633284000000,2021-10-04 03:00,short,-0.037216843588882755,-0.08788293831955687
33,1633287600000,2021-10-04 04:00,long,0.0492720606139029,-0.038610877705653975
34,1633363200000,2021-10-05 01:00,long,0.12150791832919797,0.082897040623544
35,1633683600000,2021-10-08 18:00,long,-0.007633005955404481,0.07526403466813952
36,1634565600000,2021-10-18 23:00,long,0.0718319768993411,0.14709601156748062
37,1634814000000,2021-10-21 20:00,short,0.049871939485742776,0.1969679510532234
38,1635080400000,2021-10-24 22:00,long,0.028609253767830103,0.2255772048210535
39,1635091200000,2021-10-25 01:00,long,0.025654641506060474,0.251231846327114
40,1635498000000,2021-10-29 18:00,long,-0.003854200841701715,0.24737764548541227
41,1635606000000,2021-10-31 00:00,long,0.002883524880049527,0.2502611703654618
42,1635649200000,2021-10-31 12:00,short,0.008320948566970765,0.25858211893243255
43,1635732000000,2021-11-01 11:00,short,-0.043325896391299114,0.21525622254113344
44,1635933600000,2021-11-03 19:00,long,-0.02577869622900095,0.1894775263121325
45,1635962400000,2021-11-04 03:00,short,0.029472246103505764,0.21894977241563826
46,1635966000000,2021-11-04 04:00,long,-0.029813106351219008,0.18913666606441926
47,1636030800000,2021-11-04 22:00,long,-0.02694821472571238,0.16218845133870688
48,1636038000000,2021-11-05 00:00,short,0.005915194316544326,0.1681036456552512
49,1636124400000,2021-11-06 00:00,short,-0.020344549964582768,0.14775909569066845
50,1636200000000,2021-11-06 21:00,long,0.0918046436489123,0.23956373933958075
51,1636246800000,2021-11-07 10:00,short,-0.09174604910594705,0.1478176902336337
52,1636250400000,2021-11-07 11:00,long,0.09021962987645363,0.23803732011008732
53,1636664400000,2021-11-12 06:00,short,0.009098184540376386,0.24713550465046372
54,1636686000000,2021-11-12 12:00,short,0.001866839141896693,0.24900234379236041
55,1636747200000,2021-11-13 05:00,short,-0.0022529211351506088,0.2467494226572098
56,1636855200000,2021-11-14 11:00,short,0.04747118183872547,0.2942206044959353
57,1636873200000,2021-11-14 16:00,short,0.05941666833325101,0.3536372728291863
58,1637146800000,2021-11-17 20:00,long,-0.06112651875321882,0.29251075407596744
59,1637168400000,2021-11-18 02:00,long,-0.035909894692100465,0.25660085938386695
60,1637352000000,2021-11-20 05:00,short,-0.03261999483700704,0.22398086454685992
61,1637413200000,2021-11-20 22:00,short,-0.009300450964216589,0.21468041358264334
62,1637427600000,2021-11-21 02:00,short,0.007340576538081645,0.222020990120725
63,1637463600000,2021-11-21 12:00,short,0.028593515352161505,0.2506145054728865
64,1637496000000,2021-11-21 21:00,long,-0.0470760474324363,0.2035384580404502
65,1637503200000,2021-11-21 23:00,short,0.02172199747096473,0.22526045551141494
66,1637517600000,2021-11-22 03:00,short,0.032916502554026915,0.25817695806544183
67,1637586000000,2021-11-22 22:00,long,-0.050281812355339774,0.20789514571010206
68,1637593200000,2021-11-23 00:00,short,0.023147404000362106,0.23104254971046417
69,1637643600000,2021-11-23 14:00,long,0.009777182182100353,0.24081973189256453
70,1637647200000,2021-11-23 15:00,short,-0.016998180655968118,0.22382155123659642
71,1637661600000,2021-11-23 19:00,long,0.02059119530007072,0.24441274653666714
72,1637665200000,2021-11-23 20:00,short,-0.03253129312485701,0.21188145341181014
73,1637683200000,2021-11-24 01:00,short,-0.027430480388495358,0.18445097302331478
74,1637686800000,2021-11-24 02:00,long,0.03141067149452894,0.21586164451784373
75,1637780400000,2021-11-25 04:00,short,0.03914506001550224,0.25500670453334595
76,1637784000000,2021-11-25 05:00,long,-0.058292397400500164,0.1967143071328458
77,1637794800000,2021-11-25 08:00,short,0.05220475037868357,0.24891905751152937
78,1637802000000,2021-11-25 10:00,long,-0.060046255510076675,0.1888728020014527
79,1637827200000,2021-11-25 17:00,long,-0.05161248067697886,0.13726032132447386
80,1638003600000,2021-11-27 18:00,long,0.03886544888705381,0.17612577021152767
81,1638007200000,2021-11-27 19:00,short,-0.04534124037708707,0.1307845298344406
82,1638010800000,2021-11-27 20:00,long,0.04140978086611615,0.17219431070055677
83,1638025200000,2021-11-28 00:00,short,-0.040772996289038944,0.13142131441151783
84,1638028800000,2021-11-28 01:00,long,0.04441031602523995,0.17583163043675779
85,1638057600000,2021-11-28 09:00,short,-0.05580499786850899,0.1200266325682488
86,1638061200000,2021-11-28 10:00,long,0.05585430357998846,0.17588093614823727
87,1638064800000,2021-11-28 11:00,short,-0.05555242336504294,0.12032851278319434
88,1638068400000,2021-11-28 12:00,long,0.054045644161440885,0.17437415694463523
89,1638097200000,2021-11-28 20:00,long,0.05582796575814566,0.2302021227027809
90,1638100800000,2021-11-28 21:00,short,-0.0652394526593115,0.1649626700434694
91,1638270000000,2021-11-30 20:00,long,-0.02344586554924197,0.14151680449422743
92,1638288000000,2021-12-01 01:00,short,0.006132063712711156,0.1476488682069386
