trade_no,timestamp,timestamp_kst,direction,gross_return,size,cost,net_return,pnl_amount,capital_before,capital_after,exit_type,exit_timestamp
1,1628604000000,2021-08-10 23:00,short,-0.013748149687641709,1.0,0.00039999999999999996,-0.014148149687641708,-141.48149687641708,10000.0,9858.518503123583,sl,1628663100000
2,1628841600000,2021-08-13 17:00,long,0.025767146731129342,1.0,0.00039999999999999996,0.02536714673112934,250.08248542028954,9858.518503123583,10108.600988543873,tp,1628885100000
3,1628949600000,2021-08-14 23:00,short,-0.012735261070268677,1.0,0.00039999999999999996,-0.013135261070268677,-132.77911303969978,10108.600988543873,9975.821875504173,sl,1628970300000
4,1629025200000,2021-08-15 20:00,long,0.026893774791107328,1.0,0.00039999999999999996,0.026493774791107327,264.29717812580947,9975.821875504173,10240.119053629982,tp,1629065100000
5,1629147600000,2021-08-17 06:00,short,-0.012001871420785681,1.0,0.00039999999999999996,-0.01240187142078568,-126.99663983665658,10240.119053629982,10113.122413793326,sl,1629171000000
6,1629190800000,2021-08-17 18:00,long,-0.013445664364310494,1.0,0.00039999999999999996,-0.013845664364310494,-140.02289861656797,10113.122413793326,9973.099515176758,sl,1629216000000
7,1629226800000,2021-08-18 04:00,long,-0.014725014066831688,1.0,0.00039999999999999996,-0.015125014066831687,-150.84327045696074,9973.099515176758,9822.256244719798,sl,1629230700000
8,1629331200000,2021-08-19 09:00,long,-0.012632962802212933,1.0,0.00039999999999999996,-0.013032962802212932,-128.0131002712368,9822.256244719798,9694.243144448561,sl,1629342300000
9,1629964800000,2021-08-26 17:00,short,-0.013161720975490843,1.0,0.00039999999999999996,-0.013561720975490842,-131.47062059357634,9694.243144448561,9562.772523854985,sl,1629987000000
10,1630411200000,2021-08-31 21:00,long,-0.012499977840246923,1.0,0.00039999999999999996,-0.012899977840246922,-123.35955364905143,9562.772523854985,9439.412970205933,sl,1630421700000
11,1630659600000,2021-09-03 18:00,long,0.003833486447931911,1.0,0.00039999999999999996,0.0034334864479319107,32.410096509634776,9439.412970205933,9471.823066715568,timeout,1630746000000
12,1630753200000,2021-09-04 20:00,short,-0.005027695778238028,1.0,0.00039999999999999996,-0.0054276957782380284,-51.410174071429665,9471.823066715568,9420.412892644137,timeout,1630839600000
13,1630825200000,2021-09-05 16:00,long,0.03333433273826936,1.0,0.00039999999999999996,0.03293433273826936,310.25501273822454,9420.412892644137,9730.667905382361,tp,1630875000000
14,1631494800000,2021-09-13 10:00,short,0.0314267685095968,1.0,0.00039999999999999996,0.031026768509596802,301.9111805440617,9730.667905382361,10032.579085926423,tp,1631505300000
15,1631815200000,2021-09-17 03:00,short,-0.01204081407278812,1.0,0.00039999999999999996,-0.012440814072788119,-124.81345107855321,10032.579085926423,9907.76563484787,sl,1631854800000
16,1632063600000,2021-09-20 00:00,long,-0.014417004202054273,1.0,0.00039999999999999996,-0.014817004202054273,-146.80340504450982,9907.76563484787,9760.962229803361,sl,1632091500000
17,1632222000000,2021-09-21 20:00,short,0.027560852887668408,1.0,0.00039999999999999996,0.027160852887668407,265.11605916577685,9760.962229803361,10026.078288969138,tp,1632244800000
18,1633287600000,2021-10-04 04:00,long,-0.016339627283363467,1.0,0.00039999999999999996,-0.016739627283363468,-167.8328136711659,10026.078288969138,9858.245475297972,sl,1633295100000
19,1633683600000,2021-10-08 18:00,long,-0.012145922550472421,1.0,0.00039999999999999996,-0.01254592255047242,-123.68078421663353,9858.245475297972,9734.56469108134,sl,1633695000000
20,1634814000000,2021-10-21 20:00,short,0.03251629782401477,1.0,0.00039999999999999996,0.032116297824014775,312.6381788059067,9734.56469108134,10047.202869887245,tp,1634826000000
21,1635080400000,2021-10-24 22:00,long,-0.012325476005734526,1.0,0.00039999999999999996,-0.012725476005734525,-127.8554390454972,10047.202869887245,9919.347430841748,sl,1635091200000
22,1635649200000,2021-10-31 12:00,short,0.025453390774379137,1.0,0.00039999999999999996,0.025053390774379136,248.51328741171204,9919.347430841748,10167.86071825346,tp,1635684600000
23,1635966000000,2021-11-04 04:00,long,-0.012757842331654556,1.0,0.00039999999999999996,-0.013157842331654556,-133.78710818100288,10167.86071825346,10034.073610072457,sl,1635989400000
24,1636038000000,2021-11-05 00:00,short,-0.013075067637136728,1.0,0.00039999999999999996,-0.013475067637136727,-135.20982057173507,10034.073610072457,9898.863789500721,sl,1636092300000
25,1636250400000,2021-11-07 11:00,long,0.025967978648231194,1.0,0.00039999999999999996,0.025567978648231193,253.09393801170336,9898.863789500721,10151.957727512425,tp,1636329900000
26,1636664400000,2021-11-12 06:00,short,0.025494766695928206,1.0,0.00039999999999999996,0.025094766695928205,254.76101067884977,10151.957727512425,10406.718738191275,tp,1636730100000
27,1636747200000,2021-11-13 05:00,short,-0.012718448477892386,1.0,0.00039999999999999996,-0.013118448477892385,-136.5200035908795,10406.718738191275,10270.198734600395,sl,1636815300000
28,1637168400000,2021-11-18 02:00,long,-0.012179734563897093,1.0,0.00039999999999999996,-0.012579734563897093,-129.19637399974476,10270.198734600395,10141.00236060065,sl,1637222700000
29,1637413200000,2021-11-20 22:00,short,-0.01245825489343333,1.0,0.00039999999999999996,-0.012858254893433329,-130.39559322751225,10141.00236060065,10010.606767373138,sl,1637433000000
